"2000-mark-s-lewis-university-of-texas,-austin.txt",Mark S. Lewis,"University of Texas, Austin",2000
2009-martha-nussbaum-connecticut-college.txt,Martha Nussbaum,Connecticut College,2009
2014-mary-barra-university-of-michigan.txt,Mary Barra,University of Michigan,2014
2015-mary-karr-syracuse-university.txt,Mary Karr,Syracuse University,2015
1998-mary-robinson-harvard-university.txt,Mary Robinson,Harvard University,1998
2015-maya-rudolph-tulane-university.txt,Maya Rudolph,Tulane University,2015
1987-meg-greenfield-williams-college.txt,Meg Greenfield,Williams College,1987
2012-melissa-harris-perry-wellesley-college.txt,Melissa Harris-Perry,Wellesley College,2012
1985-meredith-monk-sarah-lawrence-college.txt,Meredith Monk,Sarah Lawrence College,1985
2008-meredith-vieira-tufts-university.txt,Meredith Vieira,Tufts University,2008
2010-meryl-streep-barnard-college.txt,Meryl Streep,Barnard College,2010
1983-meryl-streep-vassar-college.txt,Meryl Streep,Vassar College,1983
2012-michael-bloomberg-university-of-north-carolina.txt,Michael Bloomberg,University of North Carolina,2012
"2003-michael-dell-university-of-texas,-austin.txt",Michael Dell,"University of Texas, Austin",2003
2006-michael-ignatieff-niagara-university.txt,Michael Ignatieff,Niagara University,2006
2012-michael-lewis-princeton-university.txt,Michael Lewis,Princeton University,2012
2010-michael-oren-brandeis-university.txt,Michael Oren,Brandeis University,2010
2006-michael-uslan-indiana-university.txt,Michael Uslan,Indiana University,2006
2011-michelle-obama-spelman-college.txt,Michelle Obama,Spelman College,2011
2014-michelle-obama-dillard-university.txt,Michelle Obama,Dillard University,2014
2008-mike-tomlin-saint-vincent-college.txt,Mike Tomlin,Saint Vincent College,2008
2014-mindy-kaling-harvard-law-school.txt,Mindy Kaling,Harvard Law School,2014
1982-mother-teresa-niagara-university.txt,Mother Teresa,Niagara University,1982
1998-muriel-siebert-case-western-reserve-university.txt,Muriel Siebert,Case Western Reserve University,1998
1992-naomi-wolf-scripps-college.txt,Naomi Wolf,Scripps College,1992
2012-neil-gaiman-the-university-of-the-arts.txt,Neil Gaiman,The University of the Arts,2012
2012-neil-howe-university-of-mary-washington.txt,Neil Howe,University of Mary Washington,2012
2013-neil-degrasse-tyson-rice-university.txt,Neil deGrasse Tyson,Rice University,2013
"2015-neil-degrasse-tyson-university-of-massachusetts,-amherst.txt",Neil deGrasse Tyson,"University of Massachusetts, Amherst",2015
2004-njabulo-s-ndebele-wesleyan-university.txt,Njabulo S. Ndebele,Wesleyan University,2004
1996-nora-ephron-wellesley-college.txt,Nora Ephron,Wellesley College,1996
2007-omid-kordestani-san-jose-state-university.txt,Omid Kordestani,San Jose State University,2007
2007-oprah-winfrey-howard-university.txt,Oprah Winfrey,Howard University,2007
1981-patricia-mcgowan-wald-connecticut-college.txt,Patricia McGowan Wald,Connecticut College,1981
2004-paul-glaser-stanford-university.txt,Paul Glaser,Stanford University,2004
2009-paul-hawken-university-of-portland.txt,Paul Hawken,University of Portland,2009
2012-peter-dinklage-bennington-college.txt,Peter Dinklage,Bennington College,2012
2011-phil-rosenthal-hofstra-university.txt,Phil Rosenthal,Hofstra University,2011
2010-porochista-khakpour-desert-academy.txt,Porochista Khakpour,Desert Academy,2010
2010-rachel-maddow-smith-college.txt,Rachel Maddow,Smith College,2010
2009-rahm-emanuel-george-washington-university.txt,Rahm Emanuel,George Washington University,2009
1838-ralph-waldo-emerson-harvard-university.txt,Ralph Waldo Emerson,Harvard University,1838
2008-randy-pausch-carnegie-mellon-university.txt,Randy Pausch,Carnegie Mellon University,2008
2000-ray-bradbury-caltech.txt,Ray Bradbury,Caltech,2000
2007-ray-sidney-edwin-o-smith-high-school.txt,Ray Sidney,Edwin O. Smith High School,2007
2008-rev-david-o’connell-niagara-university.txt,Rev. David O’Connell,Niagara University,2008
2007-rev-dennis-h-holtschneider-niagara-university.txt,Rev. Dennis H. Holtschneider,Niagara University,2007
2007-rev-joseph-l-levesque-niagara-university.txt,Rev. Joseph L. Levesque,Niagara University,2007
1974-richard-feynman-caltech.txt,Richard Feynman,Caltech,1974
2004-richard-russo-colby-college.txt,Richard Russo,Colby College,2004
2007-robert-ballard-connecticut-college.txt,Robert Ballard,Connecticut College,2007
"2011-robert-krulwich-university-of-california,-berkeley.txt",Robert Krulwich,"University of California, Berkeley",2011
2009-robert-m-gates-university-of-georgia.txt,Robert M. Gates,University of Georgia,2009
1999-robert-pinsky-stanford-university.txt,Robert Pinsky,Stanford University,1999
"2009-robert-rodriguez-university-of-texas,-austin.txt",Robert Rodriguez,"University of Texas, Austin",2009
1998-roger-rosenblatt-brigham-young-university.txt,Roger Rosenblatt,Brigham Young University,1998
1957-ronald-reagan-eureka-college.txt,Ronald Reagan,Eureka College,1957
2012-ronan-farrow-dominican-university-of-california.txt,Ronan Farrow,Dominican University of California,2012
1995-russell-baker-connecticut-college.txt,Russell Baker,Connecticut College,1995
2004-ruth-westheimer-trinity-college.txt,Ruth Westheimer,Trinity College,2004
2012-sal-khan-massachusetts-institute-of-technology.txt,Sal Khan,Massachusetts Institute of Technology,2012
1996-salman-rushdie-bard-college.txt,Salman Rushdie,Bard College,1996
2010-sandra-soto-university-of-arizona.txt,Sandra Soto,University of Arizona,2010
2011-sergio-marchionne-university-of-toledo.txt,Sergio Marchionne,University of Toledo,2011
2004-seth-macfarlane-harvard-university.txt,Seth MacFarlane,Harvard University,2004
2013-sharyn-alfonsi-university-of-mississippi.txt,Sharyn Alfonsi,University of Mississippi,2013
2011-sheryl-sandberg-barnard-college.txt,Sheryl Sandberg,Barnard College,2011
2014-sheryl-sandberg-city-colleges-of-chicago.txt,Sheryl Sandberg,City Colleges of Chicago,2014
2012-soledad-o’brien-university-of-delaware.txt,Soledad O’Brien,University of Delaware,2012
2013-stephen-colbert-university-of-virginia.txt,Stephen Colbert,University of Virginia,2013
2015-stephen-colbert-wake-forest-university.txt,Stephen Colbert,Wake Forest University,2015
2001-stephen-king-vassar-college.txt,Stephen King,Vassar College,2001
"2013-stephen-r-kellert-university-of-western-sydney,-australia.txt",Stephen R. Kellert,"University of Western Sydney, Australia",2013
2011-steve-ballmer-university-of-southern-california.txt,Steve Ballmer,University of Southern California,2011
2011-steve-blank-philadelphia-university.txt,Steve Blank,Philadelphia University,2011
2005-steve-jobs-stanford-university.txt,Steve Jobs,Stanford University,2005
1994-sting-berklee-college-of-music.txt,Sting,Berklee College of Music,1994
2010-sue-monk-kidd-scripps-college.txt,Sue Monk Kidd,Scripps College,2010
2002-sumner-redstone-northwestern-university.txt,Sumner Redstone,Northwestern University,2002
2010-susan-rice-stanford-university.txt,Susan Rice,Stanford University,2010
1983-susan-sontag-wellesley-college.txt,Susan Sontag,Wellesley College,1983
2012-sutton-foster-ball-state-university.txt,Sutton Foster,Ball State University,2012
2011-terry-teachout-hamilton-holt-school.txt,Terry Teachout,Hamilton Holt School,2011
1977-theodor-‘dr-seuss’-geisel-lake-forest-college.txt,Theodor ‘Dr. Seuss’ Geisel,Lake Forest College,1977
2005-thomas-l-friedman-williams-college.txt,Thomas L. Friedman,Williams College,2005
